latitude,longitude,altitude (m),slope (%),distance (km),name,StageNum,TotalDistance
52.07908,5.1315,1.6,2.2,2.999,Etape 01 - Utrecht / Utrecht,1,2.999
52.09602,5.14341,-1,0,7.888,Etape 01 - Utrecht / Utrecht,1,7.888
52.07813,5.11521,2.4,-0.2,11.59,Etape 01 - Utrecht / Utrecht,1,11.59
52.07914,5.119,2.1,0.4,1.542,Etape 02 - Utrecht / Zélande,2,15.304
52.09313,5.12163,8.1,,4.331,Etape 02 - Utrecht / Zélande,2,18.093
52.08124,5.12584,2.9,,7.63,Etape 02 - Utrecht / Zélande,2,21.392
52.07325,5.13762,4.3,-1.8,11.314,Etape 02 - Utrecht / Zélande,2,25.076
52.10216,5.14388,3,1.3,14.85,Etape 02 - Utrecht / Zélande,2,28.612
52.1081,5.09647,3.1,,18.884,Etape 02 - Utrecht / Zélande,2,32.646
52.09355,5.06938,2,2.1,21.804,Etape 02 - Utrecht / Zélande,2,35.566
52.08154,5.04429,2.6,3.5,24.382,Etape 02 - Utrecht / Zélande,2,38.144
52.08398,5.00311,-1.8,-1.4,29.026,Etape 02 - Utrecht / Zélande,2,42.788
52.06385,5.0217,-1.9,-4.2,33.039,Etape 02 - Utrecht / Zélande,2,46.801
52.05184,4.96327,0.5,-0.7,37.6,Etape 02 - Utrecht / Zélande,2,51.362
52.03336,4.93398,-0.1,0.4,40.805,Etape 02 - Utrecht / Zélande,2,54.567
52.01724,4.87358,-2,1.2,45.648,Etape 02 - Utrecht / Zélande,2,59.41
52.01493,4.83512,-1,-2.1,48.717,Etape 02 - Utrecht / Zélande,2,62.479
52.00287,4.78786,1.7,2.7,52.552,Etape 02 - Utrecht / Zélande,2,66.314
52.00233,4.74968,-0.4,1.2,55.362,Etape 02 - Utrecht / Zélande,2,69.124
52.00934,4.71594,1,-2.4,58.237,Etape 02 - Utrecht / Zélande,2,71.999
52.01958,4.6835,-3.4,-0.4,61.666,Etape 02 - Utrecht / Zélande,2,75.428
52.02212,4.66504,-4.4,0.1,63.599,Etape 02 - Utrecht / Zélande,2,77.361
52.03788,4.64578,-5,0,66.148,Etape 02 - Utrecht / Zélande,2,79.91
52.02303,4.61152,-5.5,1.2,69.439,Etape 02 - Utrecht / Zélande,2,83.201
51.98876,4.60016,-6,0,73.871,Etape 02 - Utrecht / Zélande,2,87.633
51.97,4.62517,-3.4,,76.875,Etape 02 - Utrecht / Zélande,2,90.637
51.92786,4.57332,-1,2.1,82.951,Etape 02 - Utrecht / Zélande,2,96.713
51.91457,4.5338,3.4,-2.1,86.341,Etape 02 - Utrecht / Zélande,2,100.103
51.9124,4.48223,8.6,,90.474,Etape 02 - Utrecht / Zélande,2,104.236
51.91047,4.48311,1.3,1.6,93.647,Etape 02 - Utrecht / Zélande,2,107.409
51.89419,4.47969,10.8,,96.766,Etape 02 - Utrecht / Zélande,2,110.528
51.86809,4.44314,-1.2,0.1,100.941,Etape 02 - Utrecht / Zélande,2,114.703
51.86397,4.35851,1.3,,107.313,Etape 02 - Utrecht / Zélande,2,121.075
51.85539,4.30376,2.1,0.9,111.66,Etape 02 - Utrecht / Zélande,2,125.422
51.86753,4.22522,0.1,,117.602,Etape 02 - Utrecht / Zélande,2,131.364
51.83526,4.15091,1,0.6,123.869,Etape 02 - Utrecht / Zélande,2,137.631
51.83224,4.10161,-1.1,2.1,127.388,Etape 02 - Utrecht / Zélande,2,141.15
51.8486,4.08815,0.3,-3.7,129.936,Etape 02 - Utrecht / Zélande,2,143.698
51.80991,4.00147,-1.6,-2.2,137.997,Etape 02 - Utrecht / Zélande,2,151.759
51.81386,3.93912,1,1.5,143.103,Etape 02 - Utrecht / Zélande,2,156.865
51.82046,3.9062,1.3,3.2,146.849,Etape 02 - Utrecht / Zélande,2,160.611
51.79244,3.88187,3,4.5,151.528,Etape 02 - Utrecht / Zélande,2,165.29
51.75599,3.83337,0.2,-0.1,157.136,Etape 02 - Utrecht / Zélande,2,170.898
51.73443,3.81031,-1,0,160.721,Etape 02 - Utrecht / Zélande,2,174.483
51.72175,3.77687,-1,-1.8,163.613,Etape 02 - Utrecht / Zélande,2,177.375
51.69781,3.75231,-1.9,-3.1,167.542,Etape 02 - Utrecht / Zélande,2,181.304
51.67512,3.7261,-0.5,,170.968,Etape 02 - Utrecht / Zélande,2,184.73
51.22179,4.41635,7,-0.1,2.095,Etape 03 - Anvers / Huy,3,190.847
51.19704,4.44125,7.3,3.1,6.487,Etape 03 - Anvers / Huy,3,195.239
51.19215,4.48776,8.1,0.4,10.265,Etape 03 - Anvers / Huy,3,199.017
51.13839,4.55813,7.8,-0.6,18.724,Etape 03 - Anvers / Huy,3,207.476
51.12423,4.57691,3.4,-6,21.861,Etape 03 - Anvers / Huy,3,210.613
51.08555,4.64895,15,0,28.681,Etape 03 - Anvers / Huy,3,217.433
51.01093,4.80956,15,2.3,42.863,Etape 03 - Anvers / Huy,3,231.615
50.98229,4.84177,14.6,-2,47.878,Etape 03 - Anvers / Huy,3,236.63
50.95072,4.89955,25,1.2,54.69,Etape 03 - Anvers / Huy,3,243.442
50.9044,4.91994,73.5,1.2,60.279,Etape 03 - Anvers / Huy,3,249.031
50.85575,4.95286,36.3,0,66.845,Etape 03 - Anvers / Huy,3,255.597
50.81864,4.94561,66.1,1.6,71.522,Etape 03 - Anvers / Huy,3,260.274
50.79885,4.97047,53,1.9,75.714,Etape 03 - Anvers / Huy,3,264.466
50.74123,4.98849,60.6,0.5,85.118,Etape 03 - Anvers / Huy,3,273.87
50.66473,5.07542,140.5,0,96.228,Etape 03 - Anvers / Huy,3,284.98
50.5213,5.07742,151,-6.3,114.357,Etape 03 - Anvers / Huy,3,303.109
50.49534,5.09515,76.5,-7.1,118.065,Etape 03 - Anvers / Huy,3,306.817
50.4851,5.13436,208.7,8.2,121.86,Etape 03 - Anvers / Huy,3,310.612
50.45668,5.17229,236.1,-6.7,126.601,Etape 03 - Anvers / Huy,3,315.353
50.41533,5.15743,250.6,2.3,134.491,Etape 03 - Anvers / Huy,3,323.243
50.39188,5.24077,303.1,-3.4,142.053,Etape 03 - Anvers / Huy,3,330.805
50.45212,5.28396,186.5,9.9,150.09,Etape 03 - Anvers / Huy,3,338.842
50.47251,5.26642,155.2,-0.7,153.509,Etape 03 - Anvers / Huy,3,342.261
50.46659,5.23393,250.4,-11.4,157.885,Etape 03 - Anvers / Huy,3,346.637
50.49364,5.23411,117.1,-1.9,162.554,Etape 03 - Anvers / Huy,3,351.306
50.51368,5.23279,115.4,9.4,166.205,Etape 03 - Anvers / Huy,3,354.957
50.51711,5.22378,75.4,7.3,169.921,Etape 03 - Anvers / Huy,3,358.673
50.51687,5.24724,129.5,-0.5,172.419,Etape 03 - Anvers / Huy,3,361.171
50.57683,5.40664,73.5,-1.2,5.754,Etape 04 - Seraing / Cambrai,4,367.494
50.53277,5.29134,70.1,-2.6,16.377,Etape 04 - Seraing / Cambrai,4,378.117
50.518,5.23629,81.1,5.8,21.63,Etape 04 - Seraing / Cambrai,4,383.37
50.51537,5.18822,76.8,-11.2,26.331,Etape 04 - Seraing / Cambrai,4,388.071
50.48553,5.02213,81.1,0.8,39.115,Etape 04 - Seraing / Cambrai,4,400.855
50.46311,4.88156,80.5,-0.8,51.217,Etape 04 - Seraing / Cambrai,4,412.957
50.46052,4.86554,115.2,,54.373,Etape 04 - Seraing / Cambrai,4,416.113
50.45238,4.84816,209.1,-4.3,56.761,Etape 04 - Seraing / Cambrai,4,418.501
50.47061,4.85292,94,2.9,60.61,Etape 04 - Seraing / Cambrai,4,422.35
50.51277,4.67533,118.8,3.9,74.413,Etape 04 - Seraing / Cambrai,4,436.153
50.54048,4.53179,150,1.4,85.206,Etape 04 - Seraing / Cambrai,4,446.946
50.53094,4.44993,152.7,-0.6,95.14,Etape 04 - Seraing / Cambrai,4,456.88
50.50554,4.39221,128.2,6.3,101.105,Etape 04 - Seraing / Cambrai,4,462.845
50.48813,4.32936,148.7,-0.8,106.739,Etape 04 - Seraing / Cambrai,4,468.479
50.46755,4.27487,171,1.3,111.82,Etape 04 - Seraing / Cambrai,4,473.56
50.4135,4.16686,93.3,0.4,122.408,Etape 04 - Seraing / Cambrai,4,484.148
50.39573,4.09383,91.6,3.2,128.551,Etape 04 - Seraing / Cambrai,4,490.291
50.34165,3.9452,136.1,3.4,140.752,Etape 04 - Seraing / Cambrai,4,502.492
50.29805,3.78976,144,0.9,153.316,Etape 04 - Seraing / Cambrai,4,515.056
50.28286,3.73189,139.1,1.9,158.15,Etape 04 - Seraing / Cambrai,4,519.89
50.2607,3.66755,128.3,2.6,163.578,Etape 04 - Seraing / Cambrai,4,525.318
50.25053,3.62445,116,-3.8,167.254,Etape 04 - Seraing / Cambrai,4,528.994
50.27901,3.56288,81.6,-1.7,173.111,Etape 04 - Seraing / Cambrai,4,534.851
50.29245,3.53522,77.4,2.8,176.183,Etape 04 - Seraing / Cambrai,4,537.923
50.28356,3.51334,83.4,-2.1,182.403,Etape 04 - Seraing / Cambrai,4,544.143
50.25604,3.46641,72.3,0.1,187.264,Etape 04 - Seraing / Cambrai,4,549.004
50.22116,3.47642,59.2,2.6,193.234,Etape 04 - Seraing / Cambrai,4,554.974
50.1887,3.47959,65,0,197.175,Etape 04 - Seraing / Cambrai,4,558.915
50.16993,3.4331,85.2,1.3,203.446,Etape 04 - Seraing / Cambrai,4,565.186
50.18945,3.39513,86,-2.8,208.44,Etape 04 - Seraing / Cambrai,4,570.18
50.16774,3.3515,83,-4.3,213.06,Etape 04 - Seraing / Cambrai,4,574.8
50.18059,3.28946,58.1,1,218.118,Etape 04 - Seraing / Cambrai,4,579.858
50.28444,2.76382,67.7,2.5,0.275,Etape 05 - Arras  / Amiens,5,585.41
50.29979,2.7667,60.8,-2.4,3.514,Etape 05 - Arras  / Amiens,5,588.649
50.32253,2.73081,70.1,4,7.287,Etape 05 - Arras  / Amiens,5,592.422
50.37288,2.67156,147.8,0.5,15.436,Etape 05 - Arras  / Amiens,5,600.571
50.38456,2.7169,93.4,3.2,19.343,Etape 05 - Arras  / Amiens,5,604.478
50.39978,2.72216,166.6,-5.9,22.183,Etape 05 - Arras  / Amiens,5,607.318
50.40919,2.75743,56.2,-3.6,26.626,Etape 05 - Arras  / Amiens,5,611.761
50.38814,2.76699,109.8,,31.041,Etape 05 - Arras  / Amiens,5,616.176
50.36011,2.76489,113,-3.1,34.357,Etape 05 - Arras  / Amiens,5,619.492
50.34762,2.82528,113,-1.6,39.963,Etape 05 - Arras  / Amiens,5,625.098
50.33105,2.88844,61.9,0.1,45.42,Etape 05 - Arras  / Amiens,5,630.555
50.29382,2.89901,48,-1.5,50.452,Etape 05 - Arras  / Amiens,5,635.587
50.25869,2.88136,77.3,-4.1,55.05,Etape 05 - Arras  / Amiens,5,640.185
50.2311,2.84079,65,-3.1,59.551,Etape 05 - Arras  / Amiens,5,644.686
50.20107,2.87252,92.1,-2.5,64.307,Etape 05 - Arras  / Amiens,5,649.442
50.1713,2.93062,96.7,-3.6,69.816,Etape 05 - Arras  / Amiens,5,654.951
50.14294,2.95573,90,-0.1,74.369,Etape 05 - Arras  / Amiens,5,659.504
50.09011,2.97736,117.9,1.2,81.046,Etape 05 - Arras  / Amiens,5,666.181
50.06543,2.99211,115,4.2,84.939,Etape 05 - Arras  / Amiens,5,670.074
50.02254,2.91755,149.2,0.2,94.631,Etape 05 - Arras  / Amiens,5,679.766
49.93718,2.92421,65.2,-1.7,107.153,Etape 05 - Arras  / Amiens,5,692.288
49.92126,2.9139,55.9,-0.4,112.079,Etape 05 - Arras  / Amiens,5,697.214
49.94554,2.84601,51.9,2.1,120.32,Etape 05 - Arras  / Amiens,5,705.455
49.982,2.85034,92.8,0.2,124.659,Etape 05 - Arras  / Amiens,5,709.794
50.01411,2.85465,142.8,3.7,129.779,Etape 05 - Arras  / Amiens,5,714.914
50.04098,2.78009,145.6,-4,137.153,Etape 05 - Arras  / Amiens,5,722.288
50.04254,2.72173,145.7,-3.5,142.958,Etape 05 - Arras  / Amiens,5,728.093
50.03431,2.6658,76.2,-2.6,148.757,Etape 05 - Arras  / Amiens,5,733.892
50.00285,2.65156,71.4,2.1,154.848,Etape 05 - Arras  / Amiens,5,739.983
49.95983,2.63913,97.4,-1,160.228,Etape 05 - Arras  / Amiens,5,745.363
49.91343,2.60753,47.3,-4.6,166.487,Etape 05 - Arras  / Amiens,5,751.622
49.88504,2.50836,76.5,7.4,178.614,Etape 05 - Arras  / Amiens,5,763.749
49.90234,2.45103,32.6,2.4,184.343,Etape 05 - Arras  / Amiens,5,769.478
49.90193,2.35989,63.9,2.7,191.121,Etape 05 - Arras  / Amiens,5,776.256
50.10545,1.83236,8.6,2.3,1.453,Etape 06 - Abbeville / Le Havre,6,783.288
50.09283,1.77493,71.5,-0.8,7.022,Etape 06 - Abbeville / Le Havre,6,788.857
50.05047,1.70375,99,-4,14.657,Etape 06 - Abbeville / Le Havre,6,796.492
50.01481,1.61256,70.5,2.5,22.669,Etape 06 - Abbeville / Le Havre,6,804.504
49.9861,1.56241,37.7,-0.7,27.71,Etape 06 - Abbeville / Le Havre,6,809.545
49.93737,1.50107,189.4,-11.1,36.121,Etape 06 - Abbeville / Le Havre,6,817.956
49.92453,1.48834,92.9,-7.6,39.708,Etape 06 - Abbeville / Le Havre,6,821.543
49.89027,1.43949,186.2,-3,45.985,Etape 06 - Abbeville / Le Havre,6,827.82
49.90528,1.29698,56.9,1,57.406,Etape 06 - Abbeville / Le Havre,6,839.241
49.90953,1.17379,20.2,-2.4,67.063,Etape 06 - Abbeville / Le Havre,6,848.898
49.91473,1.09949,8.2,3,73.225,Etape 06 - Abbeville / Le Havre,6,855.06
49.91446,1.06339,87.7,4.5,78.16,Etape 06 - Abbeville / Le Havre,6,859.995
49.91826,1.03542,7.5,-4.7,81.299,Etape 06 - Abbeville / Le Havre,6,863.134
49.90383,0.99936,99,0.4,85.262,Etape 06 - Abbeville / Le Havre,6,867.097
49.90748,0.94762,49.9,-4.6,89.657,Etape 06 - Abbeville / Le Havre,6,871.492
49.89427,0.90806,41.4,1,93.921,Etape 06 - Abbeville / Le Havre,6,875.756
49.8821,0.83546,42,2.2,99.665,Etape 06 - Abbeville / Le Havre,6,881.5
49.86377,0.78267,56,2.8,104.697,Etape 06 - Abbeville / Le Havre,6,886.532
49.86183,0.70149,53,2.6,111.475,Etape 06 - Abbeville / Le Havre,6,893.31
49.78646,0.65703,96.5,-8.2,120.869,Etape 06 - Abbeville / Le Havre,6,902.704
49.78295,0.5935,108,-0.3,126.047,Etape 06 - Abbeville / Le Havre,6,907.882
49.80448,0.52871,86.4,-4.4,131.785,Etape 06 - Abbeville / Le Havre,6,913.62
49.81239,0.51019,64.1,-4.6,134.971,Etape 06 - Abbeville / Le Havre,6,916.806
49.79187,0.47068,71.7,1.2,139.632,Etape 06 - Abbeville / Le Havre,6,921.467
49.76414,0.40265,91.3,-1,146.285,Etape 06 - Abbeville / Le Havre,6,928.12
49.75567,0.36259,31.5,6.2,150.274,Etape 06 - Abbeville / Le Havre,6,932.109
49.71128,0.31738,99,0.6,156.962,Etape 06 - Abbeville / Le Havre,6,938.797
49.71574,0.24519,97.8,-1.4,163.207,Etape 06 - Abbeville / Le Havre,6,945.042
49.70579,0.20288,16,,166.836,Etape 06 - Abbeville / Le Havre,6,948.671
49.61691,0.15788,90.6,-0.3,177.908,Etape 06 - Abbeville / Le Havre,6,959.743
49.5507,0.11127,83.2,4.3,186.287,Etape 06 - Abbeville / Le Havre,6,968.122
49.51587,0.08555,84.6,-8.4,190.704,Etape 06 - Abbeville / Le Havre,6,972.539
49.49559,0.0957,7.9,1.1,193.463,Etape 06 - Abbeville / Le Havre,6,975.298
49.00502,0.16637,142.7,8.3,1.287,Etape 07 - Livarot / Fougères,7,981.04
48.95574,0.26442,119.7,3.7,13.79,Etape 07 - Livarot / Fougères,7,993.543
48.93396,0.21239,176.6,-8.5,19.435,Etape 07 - Livarot / Fougères,7,999.188
48.89582,0.20413,197.2,6.2,25.393,Etape 07 - Livarot / Fougères,7,1005.146
48.82328,0.13779,167.7,-2,35.489,Etape 07 - Livarot / Fougères,7,1015.242
48.80448,0.1572,121.3,-1.3,42.666,Etape 07 - Livarot / Fougères,7,1022.419
48.77914,0.18272,188.9,0.2,48.726,Etape 07 - Livarot / Fougères,7,1028.479
48.7507,0.17901,182.4,-6.2,53.13,Etape 07 - Livarot / Fougères,7,1032.883
48.7505,0.06156,184.4,-4.7,63.843,Etape 07 - Livarot / Fougères,7,1043.596
48.72888,-0.03943,154,0,72.525,Etape 07 - Livarot / Fougères,7,1052.278
48.66927,-0.07302,186.3,0.3,80.039,Etape 07 - Livarot / Fougères,7,1059.792
48.60449,-0.12121,275,0.5,88.513,Etape 07 - Livarot / Fougères,7,1068.266
48.56476,-0.13819,310.3,-6.5,94.543,Etape 07 - Livarot / Fougères,7,1074.296
48.54182,-0.18196,292.5,-1.6,100.767,Etape 07 - Livarot / Fougères,7,1080.52
48.50281,-0.27229,214.7,-0.4,109.472,Etape 07 - Livarot / Fougères,7,1089.225
48.47598,-0.31423,173.3,-5.6,114.833,Etape 07 - Livarot / Fougères,7,1094.586
48.47759,-0.3803,173.6,-0.6,120.348,Etape 07 - Livarot / Fougères,7,1100.101
48.47254,-0.43141,150.8,0.4,125.086,Etape 07 - Livarot / Fougères,7,1104.839
48.43414,-0.50268,200.6,-1.7,132.363,Etape 07 - Livarot / Fougères,7,1112.116
48.412,-0.58559,124.1,4.8,139.261,Etape 07 - Livarot / Fougères,7,1119.014
48.40354,-0.63278,121.7,2.8,143.565,Etape 07 - Livarot / Fougères,7,1123.318
48.40649,-0.72476,164.7,1.1,150.714,Etape 07 - Livarot / Fougères,7,1130.467
48.41078,-0.81995,167.3,9.4,158.032,Etape 07 - Livarot / Fougères,7,1137.785
48.40624,-0.99957,173.3,1.1,172.08,Etape 07 - Livarot / Fougères,7,1151.833
48.365,-1.10026,184.1,-3.5,182.11,Etape 07 - Livarot / Fougères,7,1161.863
48.35449,-1.15263,102.8,-8.7,188.298,Etape 07 - Livarot / Fougères,7,1168.051
48.33834,-1.19272,69.2,-4,193.366,Etape 07 - Livarot / Fougères,7,1173.119
48.12469,-1.70301,56.9,-2.2,4.438,Etape 08 - Rennes / Mûr-de-Bretagne,8,1178.12
48.14234,-1.70174,48.6,4.4,7.357,Etape 08 - Rennes / Mûr-de-Bretagne,8,1181.039
48.20135,-1.73542,91.9,1.5,14.475,Etape 08 - Rennes / Mûr-de-Bretagne,8,1188.157
48.22516,-1.7957,83.2,1.7,19.945,Etape 08 - Rennes / Mûr-de-Bretagne,8,1193.627
48.27814,-1.88373,142.3,-0.5,29.337,Etape 08 - Rennes / Mûr-de-Bretagne,8,1203.019
48.29483,-1.94589,167.6,-0.5,35.284,Etape 08 - Rennes / Mûr-de-Bretagne,8,1208.966
48.2779,-2.02001,95.5,2.2,41.441,Etape 08 - Rennes / Mûr-de-Bretagne,8,1215.123
48.24468,-2.14874,78.7,3.1,52.013,Etape 08 - Rennes / Mûr-de-Bretagne,8,1225.695
48.1848,-2.18558,107.9,-2,60.623,Etape 08 - Rennes / Mûr-de-Bretagne,8,1234.305
48.22432,-2.21945,129.6,3,66.496,Etape 08 - Rennes / Mûr-de-Bretagne,8,1240.178
48.26132,-2.23961,130.1,2.2,71.2,Etape 08 - Rennes / Mûr-de-Bretagne,8,1244.882
48.31585,-2.25966,95,0,77.798,Etape 08 - Rennes / Mûr-de-Bretagne,8,1251.48
48.32833,-2.32177,80.6,-1.8,83.146,Etape 08 - Rennes / Mûr-de-Bretagne,8,1256.828
48.34602,-2.36361,72,0.3,87.308,Etape 08 - Rennes / Mûr-de-Bretagne,8,1260.99
48.36025,-2.4173,84.8,-1.9,92.392,Etape 08 - Rennes / Mûr-de-Bretagne,8,1266.074
48.30687,-2.52399,252.5,-4.2,102.887,Etape 08 - Rennes / Mûr-de-Bretagne,8,1276.569
48.32279,-2.58165,329.1,1.6,108.758,Etape 08 - Rennes / Mûr-de-Bretagne,8,1282.44
48.35407,-2.61708,176.9,-6.6,114.131,Etape 08 - Rennes / Mûr-de-Bretagne,8,1287.813
48.33707,-2.64427,194.9,2.1,120.038,Etape 08 - Rennes / Mûr-de-Bretagne,8,1293.72
48.27665,-2.70932,141.7,7.2,129.401,Etape 08 - Rennes / Mûr-de-Bretagne,8,1303.083
48.20343,-2.75251,205.7,2.9,138.611,Etape 08 - Rennes / Mûr-de-Bretagne,8,1312.293
48.18511,-2.75661,178.2,-2.5,140.862,Etape 08 - Rennes / Mûr-de-Bretagne,8,1314.544
48.16386,-2.75338,145,-2.9,143.979,Etape 08 - Rennes / Mûr-de-Bretagne,8,1317.661
48.13019,-2.75898,141.3,1.2,148.076,Etape 08 - Rennes / Mûr-de-Bretagne,8,1321.758
48.07025,-2.75451,71.3,-5.5,156.268,Etape 08 - Rennes / Mûr-de-Bretagne,8,1329.95
48.1052,-2.87526,108.2,-1.8,166.792,Etape 08 - Rennes / Mûr-de-Bretagne,8,1340.474
48.1149,-2.90626,114.5,8.6,169.77,Etape 08 - Rennes / Mûr-de-Bretagne,8,1343.452
48.12385,-2.97112,86,2.1,175.119,Etape 08 - Rennes / Mûr-de-Bretagne,8,1348.801
48.19794,-2.9878,138.7,3.4,184.26,Etape 08 - Rennes / Mûr-de-Bretagne,8,1357.942
48.22571,-2.99773,285.8,-0.3,190.586,Etape 08 - Rennes / Mûr-de-Bretagne,8,1364.268
47.67021,-2.72442,18.3,-1.3,4.413,Etape 09 - Vannes / Plumelec,9,1368.938
47.69002,-2.72773,29.1,-0.9,8.945,Etape 09 - Vannes / Plumelec,9,1373.47
47.74301,-2.68964,121.7,-3.6,15.931,Etape 09 - Vannes / Plumelec,9,1380.456
47.78972,-2.68153,131,1.8,21.396,Etape 09 - Vannes / Plumelec,9,1385.921
47.82133,-2.65568,43.7,-11.4,26.127,Etape 09 - Vannes / Plumelec,9,1390.652
43.24046,0.05869,299.3,-1.8,2.597,Etape 10 - Tarbes / La Pierre-Saint-Martin,10,1395.104
43.24969,0.01709,305,0.9,8.797,Etape 10 - Tarbes / La Pierre-Saint-Martin,10,1401.304
43.25711,-0.09102,408.1,5.6,19.708,Etape 10 - Tarbes / La Pierre-Saint-Martin,10,1412.215
43.29801,-0.14143,390.5,-0.2,26.023,Etape 10 - Tarbes / La Pierre-Saint-Martin,10,1418.53
43.33938,-0.19753,323.1,-1.3,32.933,Etape 10 - Tarbes / La Pierre-Saint-Martin,10,1425.44
43.3427,-0.26593,298.3,1.9,38.997,Etape 10 - Tarbes / La Pierre-Saint-Martin,10,1431.504
43.37107,-0.29995,314,0.7,43.731,Etape 10 - Tarbes / La Pierre-Saint-Martin,10,1436.238
43.41536,-0.34191,282.7,-1.9,50.105,Etape 10 - Tarbes / La Pierre-Saint-Martin,10,1442.612
43.40906,-0.36798,223.9,-7.1,54.386,Etape 10 - Tarbes / La Pierre-Saint-Martin,10,1446.893
43.41158,-0.40697,180.2,1.2,58.588,Etape 10 - Tarbes / La Pierre-Saint-Martin,10,1451.095
43.40555,-0.46506,162.3,-2.3,68.994,Etape 10 - Tarbes / La Pierre-Saint-Martin,10,1461.501
43.40994,-0.50187,256.1,-1.3,73.188,Etape 10 - Tarbes / La Pierre-Saint-Martin,10,1465.695
43.40219,-0.5499,142.7,-1.2,78.049,Etape 10 - Tarbes / La Pierre-Saint-Martin,10,1470.556
43.37748,-0.60318,111.1,-2.9,83.818,Etape 10 - Tarbes / La Pierre-Saint-Martin,10,1476.325
43.36967,-0.63358,151.5,12.2,87.56,Etape 10 - Tarbes / La Pierre-Saint-Martin,10,1480.067
43.35031,-0.68639,149,2.7,93.271,Etape 10 - Tarbes / La Pierre-Saint-Martin,10,1485.778
43.32942,-0.71671,201.9,-6.8,97.439,Etape 10 - Tarbes / La Pierre-Saint-Martin,10,1489.946
43.31577,-0.76872,130.5,3.1,102.83,Etape 10 - Tarbes / La Pierre-Saint-Martin,10,1495.337
43.27508,-0.8079,242.9,2.1,108.978,Etape 10 - Tarbes / La Pierre-Saint-Martin,10,1501.485
43.25055,-0.85645,169.6,0.7,114.774,Etape 10 - Tarbes / La Pierre-Saint-Martin,10,1507.281
43.22002,-0.88875,140.7,-0.6,119.427,Etape 10 - Tarbes / La Pierre-Saint-Martin,10,1511.934
43.15963,-0.89256,191.7,-3.8,126.695,Etape 10 - Tarbes / La Pierre-Saint-Martin,10,1519.202
43.11154,-0.86006,234.1,-3.2,133.255,Etape 10 - Tarbes / La Pierre-Saint-Martin,10,1525.762
43.10051,-0.8091,296.9,4.4,138.293,Etape 10 - Tarbes / La Pierre-Saint-Martin,10,1530.8
43.11314,-0.76396,322.4,5,142.746,Etape 10 - Tarbes / La Pierre-Saint-Martin,10,1535.253
43.10937,-0.7296,305.5,-5.2,147.633,Etape 10 - Tarbes / La Pierre-Saint-Martin,10,1540.14
43.08179,-0.73,354.1,2.2,151.803,Etape 10 - Tarbes / La Pierre-Saint-Martin,10,1544.31
43.04596,-0.7525,478.1,-2.3,157.22,Etape 10 - Tarbes / La Pierre-Saint-Martin,10,1549.727
43.0182,-0.74723,800.5,0.2,161.385,Etape 10 - Tarbes / La Pierre-Saint-Martin,10,1553.892
43.00686,-0.73728,1115,-14.3,164.867,Etape 10 - Tarbes / La Pierre-Saint-Martin,10,1557.374
43.00553,-0.73118,1340.1,5.3,167.27,Etape 10 - Tarbes / La Pierre-Saint-Martin,10,1559.777
42.98491,-0.74292,1479.3,-0.2,170.172,Etape 10 - Tarbes / La Pierre-Saint-Martin,10,1562.679
43.29331,-0.36859,210.7,12.7,0.476,Etape 11 - Pau / Cauterets,11,1565.55
43.28309,-0.36852,182.8,1.9,5.717,Etape 11 - Pau / Cauterets,11,1570.791
43.27364,-0.30823,203.1,-2.2,11.734,Etape 11 - Pau / Cauterets,11,1576.808
43.21789,-0.24668,243.2,2.1,20.035,Etape 11 - Pau / Cauterets,11,1585.109
