latitude,longitude,altitude (m),slope (%),distance (km),name,StageNum,TotalDistance
44.52165,5.74886,775.7,-5.6,152.548,Etape 16 - Bourg-de-Péage / Gap,16,2691.945
44.50997,5.76907,803.4,-2.8,155.68,Etape 16 - Bourg-de-Péage / Gap,16,2695.077
44.55183,5.86464,858,0,164.811,Etape 16 - Bourg-de-Péage / Gap,16,2704.208
44.53987,6.01678,973.6,-3.5,178.191,Etape 16 - Bourg-de-Péage / Gap,16,2717.588
44.54837,6.0374,941.1,6.2,181.487,Etape 16 - Bourg-de-Péage / Gap,16,2720.884
44.55702,6.06372,813.2,6.3,184.347,Etape 16 - Bourg-de-Péage / Gap,16,2723.744
44.57352,6.08338,816.6,13.7,187.466,Etape 16 - Bourg-de-Péage / Gap,16,2726.863
44.58387,6.08177,979.1,,189.464,Etape 16 - Bourg-de-Péage / Gap,16,2728.861
44.60153,6.11072,1145.8,7.4,193.175,Etape 16 - Bourg-de-Péage / Gap,16,2732.572
44.61205,6.13411,1270.7,2.8,195.863,Etape 16 - Bourg-de-Péage / Gap,16,2735.26
44.59376,6.15204,1158.4,-6.3,198.951,Etape 16 - Bourg-de-Péage / Gap,16,2738.348
44.58578,6.13547,951.5,-8.6,201.671,Etape 16 - Bourg-de-Péage / Gap,16,2741.068
44.57477,6.1108,771.6,-0.8,204.719,Etape 16 - Bourg-de-Péage / Gap,16,2744.116
44.08066,6.22186,589.3,5,1.701,Etape 17 - Digne-les-Bains / Pra Loup,17,2748.216
44.05397,6.20756,677.4,-0.2,5.461,Etape 17 - Digne-les-Bains / Pra Loup,17,2751.976
44.02859,6.20603,714.9,-3.5,9.224,Etape 17 - Digne-les-Bains / Pra Loup,17,2755.739
44.01573,6.23427,618.8,1.6,13.432,Etape 17 - Digne-les-Bains / Pra Loup,17,2759.947
44.00316,6.28611,638,-3.6,18.522,Etape 17 - Digne-les-Bains / Pra Loup,17,2765.037
43.98094,6.30392,667.6,-9.8,21.66,Etape 17 - Digne-les-Bains / Pra Loup,17,2768.175
43.96069,6.33792,709.3,7.6,25.833,Etape 17 - Digne-les-Bains / Pra Loup,17,2772.348
43.93409,6.38878,746.2,3.3,31.497,Etape 17 - Digne-les-Bains / Pra Loup,17,2778.012
43.89329,6.42109,807.2,0,37.063,Etape 17 - Digne-les-Bains / Pra Loup,17,2783.578
43.88161,6.43889,934.4,30.7,39.597,Etape 17 - Digne-les-Bains / Pra Loup,17,2786.112
43.87749,6.44394,1043.6,-34.3,41.007,Etape 17 - Digne-les-Bains / Pra Loup,17,2787.522
43.86647,6.45934,1134.2,13.5,43.48,Etape 17 - Digne-les-Bains / Pra Loup,17,2789.995
43.86515,6.47982,1083.7,-2.1,45.72,Etape 17 - Digne-les-Bains / Pra Loup,17,2792.235
43.86586,6.48847,995,-5.4,47.307,Etape 17 - Digne-les-Bains / Pra Loup,17,2793.822
43.86042,6.49125,874.7,16.7,49.425,Etape 17 - Digne-les-Bains / Pra Loup,17,2795.94
43.85562,6.50037,752.2,-4.3,51.361,Etape 17 - Digne-les-Bains / Pra Loup,17,2797.876
43.86488,6.51003,826.2,9.1,53.881,Etape 17 - Digne-les-Bains / Pra Loup,17,2800.396
43.87569,6.531,892.7,2,57.192,Etape 17 - Digne-les-Bains / Pra Loup,17,2803.707
43.88253,6.5403,889.8,3,58.921,Etape 17 - Digne-les-Bains / Pra Loup,17,2805.436
43.89579,6.54045,900.8,1.7,60.913,Etape 17 - Digne-les-Bains / Pra Loup,17,2807.428
43.90522,6.54264,923.1,-20.7,62.483,Etape 17 - Digne-les-Bains / Pra Loup,17,2808.998
43.91363,6.5452,922,2.8,64.38,Etape 17 - Digne-les-Bains / Pra Loup,17,2810.895
43.91384,6.57497,1022.9,7,66.991,Etape 17 - Digne-les-Bains / Pra Loup,17,2813.506
43.91538,6.6068,1084.1,6.1,69.908,Etape 17 - Digne-les-Bains / Pra Loup,17,2816.423
43.933,6.6305,1007.8,-7,72.866,Etape 17 - Digne-les-Bains / Pra Loup,17,2819.381
43.933,6.65087,891.5,-14.1,75.329,Etape 17 - Digne-les-Bains / Pra Loup,17,2821.844
43.93355,6.67099,836.5,-12.8,77.322,Etape 17 - Digne-les-Bains / Pra Loup,17,2823.837
43.94267,6.6898,740.4,-14.8,79.447,Etape 17 - Digne-les-Bains / Pra Loup,17,2825.962
43.95625,6.67987,668,0.4,81.758,Etape 17 - Digne-les-Bains / Pra Loup,17,2828.273
43.98196,6.65037,794.2,9.3,85.725,Etape 17 - Digne-les-Bains / Pra Loup,17,2832.24
44.01108,6.63456,898,2.7,89.478,Etape 17 - Digne-les-Bains / Pra Loup,17,2835.993
44.01261,6.62878,1024.4,-3.9,91.972,Etape 17 - Digne-les-Bains / Pra Loup,17,2838.487
44.028,6.61607,1164.8,5,94.655,Etape 17 - Digne-les-Bains / Pra Loup,17,2841.17
44.03709,6.60713,1298.8,-2.7,96.989,Etape 17 - Digne-les-Bains / Pra Loup,17,2843.504
44.05278,6.58823,1395.8,17.3,101.038,Etape 17 - Digne-les-Bains / Pra Loup,17,2847.553
44.06099,6.57978,1271.9,-32.4,103.613,Etape 17 - Digne-les-Bains / Pra Loup,17,2850.128
44.07592,6.57356,1174.8,-7.8,106.13,Etape 17 - Digne-les-Bains / Pra Loup,17,2852.645
44.10144,6.56909,1084.8,-4.7,109.269,Etape 17 - Digne-les-Bains / Pra Loup,17,2855.784
44.14995,6.59842,1164.3,0,115.442,Etape 17 - Digne-les-Bains / Pra Loup,17,2861.957
44.18131,6.62773,1248.3,-1.1,119.999,Etape 17 - Digne-les-Bains / Pra Loup,17,2866.514
44.19737,6.63626,1322,16.1,122.322,Etape 17 - Digne-les-Bains / Pra Loup,17,2868.837
44.22691,6.63244,1377.6,1.3,125.782,Etape 17 - Digne-les-Bains / Pra Loup,17,2872.297
44.24524,6.6176,1452.3,4.6,128.688,Etape 17 - Digne-les-Bains / Pra Loup,17,2875.203
44.25384,6.59655,1539.1,-5.9,130.896,Etape 17 - Digne-les-Bains / Pra Loup,17,2877.411
44.2727,6.57894,1680,23.3,133.606,Etape 17 - Digne-les-Bains / Pra Loup,17,2880.121
44.29112,6.56929,1787.3,-9.5,136.02,Etape 17 - Digne-les-Bains / Pra Loup,17,2882.535
44.29763,6.57246,1915.6,-12.4,138.143,Etape 17 - Digne-les-Bains / Pra Loup,17,2884.658
44.29916,6.57822,2005.5,-0.1,139.469,Etape 17 - Digne-les-Bains / Pra Loup,17,2885.984
44.29993,6.5869,2136.3,17.1,141.205,Etape 17 - Digne-les-Bains / Pra Loup,17,2887.72
44.29848,6.59217,2237.8,7.1,142.677,Etape 17 - Digne-les-Bains / Pra Loup,17,2889.192
44.30952,6.59718,2129.6,-18.1,144.643,Etape 17 - Digne-les-Bains / Pra Loup,17,2891.158
44.31547,6.59361,2002.1,20.5,146.456,Etape 17 - Digne-les-Bains / Pra Loup,17,2892.971
44.32338,6.60279,1900.5,-12.7,148.077,Etape 17 - Digne-les-Bains / Pra Loup,17,2894.592
44.32887,6.59196,1775.4,-4.6,149.786,Etape 17 - Digne-les-Bains / Pra Loup,17,2896.301
44.33517,6.58391,1685.3,23.8,151.338,Etape 17 - Digne-les-Bains / Pra Loup,17,2897.853
44.33427,6.60014,1597.9,23.6,153.125,Etape 17 - Digne-les-Bains / Pra Loup,17,2899.64
44.33308,6.6101,1533.9,45.6,154.379,Etape 17 - Digne-les-Bains / Pra Loup,17,2900.894
44.3458,6.61669,1435.8,18.5,156.006,Etape 17 - Digne-les-Bains / Pra Loup,17,2902.521
44.35929,6.62187,1290,-12.5,157.968,Etape 17 - Digne-les-Bains / Pra Loup,17,2904.483
44.36733,6.61924,1367.5,24,160.852,Etape 17 - Digne-les-Bains / Pra Loup,17,2907.367
44.36909,6.60555,1590.8,6,164.524,Etape 17 - Digne-les-Bains / Pra Loup,17,2911.039
44.57284,6.08156,806.9,4.6,3.134,Etape 18 - Gap / Saint-Jean-de-Maurienne,18,2914.727
44.58435,6.08307,975.1,19.9,5.73,Etape 18 - Gap / Saint-Jean-de-Maurienne,18,2917.323
44.60434,6.08116,1224.2,-0.2,8.839,Etape 18 - Gap / Saint-Jean-de-Maurienne,18,2920.432
44.67508,6.07251,971.7,-1.5,17.094,Etape 18 - Gap / Saint-Jean-de-Maurienne,18,2928.687
44.73246,6.00455,855.6,-6.1,25.782,Etape 18 - Gap / Saint-Jean-de-Maurienne,18,2937.375
44.7731,6.0191,834.3,-7.5,31.705,Etape 18 - Gap / Saint-Jean-de-Maurienne,18,2943.298
44.79654,5.97794,850.6,8.8,36.901,Etape 18 - Gap / Saint-Jean-de-Maurienne,18,2948.494
44.8055,5.95609,939.2,3.6,39.281,Etape 18 - Gap / Saint-Jean-de-Maurienne,18,2950.874
44.81961,5.94707,937.8,-3.7,41.346,Etape 18 - Gap / Saint-Jean-de-Maurienne,18,2952.939
44.83195,5.91295,923.6,-5.9,45.504,Etape 18 - Gap / Saint-Jean-de-Maurienne,18,2957.097
44.83239,5.8914,911.1,2.7,48.147,Etape 18 - Gap / Saint-Jean-de-Maurienne,18,2959.74
44.85047,5.85834,863.2,-4.9,51.765,Etape 18 - Gap / Saint-Jean-de-Maurienne,18,2963.358
44.87001,5.84098,834.5,-9,55.707,Etape 18 - Gap / Saint-Jean-de-Maurienne,18,2967.3
44.89347,5.82186,749.2,-11.9,59.239,Etape 18 - Gap / Saint-Jean-de-Maurienne,18,2970.832
44.89915,5.81249,659.6,19,61.839,Etape 18 - Gap / Saint-Jean-de-Maurienne,18,2973.432
44.89841,5.80628,763.6,5.6,63.535,Etape 18 - Gap / Saint-Jean-de-Maurienne,18,2975.128
44.9201,5.78379,895.5,-1.3,67.333,Etape 18 - Gap / Saint-Jean-de-Maurienne,18,2978.926
44.93499,5.82735,953.9,1.3,72.009,Etape 18 - Gap / Saint-Jean-de-Maurienne,18,2983.602
44.92891,5.84288,1153.9,19.7,74.176,Etape 18 - Gap / Saint-Jean-de-Maurienne,18,2985.769
44.9422,5.85615,991.4,-19.2,77.137,Etape 18 - Gap / Saint-Jean-de-Maurienne,18,2988.73
44.96138,5.87272,992.5,9.4,79.895,Etape 18 - Gap / Saint-Jean-de-Maurienne,18,2991.488
44.99224,5.88292,1066.1,-0.3,83.703,Etape 18 - Gap / Saint-Jean-de-Maurienne,18,2995.296
45.01402,5.87451,1236.8,9.7,87.042,Etape 18 - Gap / Saint-Jean-de-Maurienne,18,2998.635
45.03106,5.85375,1354.6,-3.3,89.979,Etape 18 - Gap / Saint-Jean-de-Maurienne,18,3001.572
45.04114,5.84486,1167.5,1.2,93.352,Etape 18 - Gap / Saint-Jean-de-Maurienne,18,3004.945
45.04694,5.84516,966.7,6.4,96.382,Etape 18 - Gap / Saint-Jean-de-Maurienne,18,3007.975
45.04394,5.83555,700.3,-18.4,99.877,Etape 18 - Gap / Saint-Jean-de-Maurienne,18,3011.47
45.04506,5.82412,500.9,4.8,102.492,Etape 18 - Gap / Saint-Jean-de-Maurienne,18,3014.085
45.04748,5.83162,400.7,-14.2,104.085,Etape 18 - Gap / Saint-Jean-de-Maurienne,18,3015.678
45.07179,5.87407,461.9,5.3,109.02,Etape 18 - Gap / Saint-Jean-de-Maurienne,18,3020.613
45.09794,5.915,586.2,2.1,113.708,Etape 18 - Gap / Saint-Jean-de-Maurienne,18,3025.301
45.1164,5.96277,714.7,6,118.578,Etape 18 - Gap / Saint-Jean-de-Maurienne,18,3030.171
45.12797,6.04395,742.5,11.4,125.687,Etape 18 - Gap / Saint-Jean-de-Maurienne,18,3037.28
45.14582,6.05348,816.9,11.5,129.006,Etape 18 - Gap / Saint-Jean-de-Maurienne,18,3040.599
45.17237,6.03803,977.8,-0.8,132.38,Etape 18 - Gap / Saint-Jean-de-Maurienne,18,3043.973
45.1997,6.0391,1263,7.8,135.583,Etape 18 - Gap / Saint-Jean-de-Maurienne,18,3047.176
45.21098,6.0509,1271.2,-35.1,137.469,Etape 18 - Gap / Saint-Jean-de-Maurienne,18,3049.062
45.20242,6.07667,1345.9,13.6,140.374,Etape 18 - Gap / Saint-Jean-de-Maurienne,18,3051.967
45.20648,6.10548,1638.2,-11.2,143.874,Etape 18 - Gap / Saint-Jean-de-Maurienne,18,3055.467
45.22004,6.13548,1785.8,-9.7,147.333,Etape 18 - Gap / Saint-Jean-de-Maurienne,18,3058.926
45.23214,6.16354,1798.9,8.8,150.123,Etape 18 - Gap / Saint-Jean-de-Maurienne,18,3061.716
45.24197,6.17563,1859.5,-1.7,152.424,Etape 18 - Gap / Saint-Jean-de-Maurienne,18,3064.017
45.24633,6.17562,1668.2,3.3,154.207,Etape 18 - Gap / Saint-Jean-de-Maurienne,18,3065.8
45.2619,6.19649,1470.4,-0.6,156.876,Etape 18 - Gap / Saint-Jean-de-Maurienne,18,3068.469
45.27309,6.20186,1309.9,8.5,158.591,Etape 18 - Gap / Saint-Jean-de-Maurienne,18,3070.184
45.29238,6.22191,1108.1,5.1,161.524,Etape 18 - Gap / Saint-Jean-de-Maurienne,18,3073.117
45.30018,6.24574,1017.2,-0.2,163.85,Etape 18 - Gap / Saint-Jean-de-Maurienne,18,3075.443
45.31032,6.25686,901.2,-12.8,165.602,Etape 18 - Gap / Saint-Jean-de-Maurienne,18,3077.195
45.3147,6.26581,763.3,-8.8,167.429,Etape 18 - Gap / Saint-Jean-de-Maurienne,18,3079.022
45.33366,6.28792,542.4,-4.7,170.404,Etape 18 - Gap / Saint-Jean-de-Maurienne,18,3081.997
45.3153,6.32873,491.6,11.4,175.942,Etape 18 - Gap / Saint-Jean-de-Maurienne,18,3087.535
45.31708,6.33767,559.4,-22,178.109,Etape 18 - Gap / Saint-Jean-de-Maurienne,18,3089.702
45.31829,6.33686,652.2,,179.3,Etape 18 - Gap / Saint-Jean-de-Maurienne,18,3090.893
45.32017,6.34523,785.6,3.7,180.835,Etape 18 - Gap / Saint-Jean-de-Maurienne,18,3092.428
45.30612,6.36126,768.4,-4.6,183.447,Etape 18 - Gap / Saint-Jean-de-Maurienne,18,3095.04
45.30125,6.36305,609,-6.6,185.425,Etape 18 - Gap / Saint-Jean-de-Maurienne,18,3097.018
45.27736,6.36359,533.7,-7.1,189.112,Etape 18 - Gap / Saint-Jean-de-Maurienne,18,3100.705
45.27939,6.34537,557.8,-5.9,0.6,Etape 19 - Saint-Jean-de-Maurienne / La Toussuire,19,3103.274
45.30078,6.36322,602.2,-7,4.07,Etape 19 - Saint-Jean-de-Maurienne / La Toussuire,19,3106.744
45.30464,6.36509,745.1,-5.9,5.848,Etape 19 - Saint-Jean-de-Maurienne / La Toussuire,19,3108.522
45.32004,6.34711,779.8,7.2,8.649,Etape 19 - Saint-Jean-de-Maurienne / La Toussuire,19,3111.323
45.32441,6.34416,931.9,30,10.696,Etape 19 - Saint-Jean-de-Maurienne / La Toussuire,19,3113.37
45.33222,6.33556,1135.1,-4,13.511,Etape 19 - Saint-Jean-de-Maurienne / La Toussuire,19,3116.185
45.337,6.36077,1417.1,21.6,17.117,Etape 19 - Saint-Jean-de-Maurienne / La Toussuire,19,3119.791
45.34783,6.35615,1528.6,-4.9,19.375,Etape 19 - Saint-Jean-de-Maurienne / La Toussuire,19,3122.049
45.36513,6.36262,1348.2,-11.3,22.421,Etape 19 - Saint-Jean-de-Maurienne / La Toussuire,19,3125.095
45.37198,6.3473,1147.1,-4.3,25.191,Etape 19 - Saint-Jean-de-Maurienne / La Toussuire,19,3127.865
45.37108,6.32732,974.4,28.4,27.95,Etape 19 - Saint-Jean-de-Maurienne / La Toussuire,19,3130.624
45.3694,6.32055,721.9,-15.6,30.569,Etape 19 - Saint-Jean-de-Maurienne / La Toussuire,19,3133.243
45.35994,6.29991,474.1,-5.1,33.877,Etape 19 - Saint-Jean-de-Maurienne / La Toussuire,19,3136.551
45.38983,6.28049,441.7,1.5,38.335,Etape 19 - Saint-Jean-de-Maurienne / La Toussuire,19,3141.009
45.42593,6.27947,454.5,-4.8,42.626,Etape 19 - Saint-Jean-de-Maurienne / La Toussuire,19,3145.3
45.46041,6.29299,365.5,2,46.911,Etape 19 - Saint-Jean-de-Maurienne / La Toussuire,19,3149.585
45.43495,6.27939,383.5,3.5,50.365,Etape 19 - Saint-Jean-de-Maurienne / La Toussuire,19,3153.039
45.41554,6.26816,482.4,-6.8,52.998,Etape 19 - Saint-Jean-de-Maurienne / La Toussuire,19,3155.672
45.39162,6.26595,436.2,-6.4,56.024,Etape 19 - Saint-Jean-de-Maurienne / La Toussuire,19,3158.698
45.35942,6.28576,441.3,3.3,60.484,Etape 19 - Saint-Jean-de-Maurienne / La Toussuire,19,3163.158
45.32828,6.28058,612.3,10,65.455,Etape 19 - Saint-Jean-de-Maurienne / La Toussuire,19,3168.129
45.31542,6.26517,795.3,8.9,67.997,Etape 19 - Saint-Jean-de-Maurienne / La Toussuire,19,3170.671
45.30617,6.25518,937.5,0.4,69.9,Etape 19 - Saint-Jean-de-Maurienne / La Toussuire,19,3172.574
45.29859,6.24055,1091.8,7.7,71.622,Etape 19 - Saint-Jean-de-Maurienne / La Toussuire,19,3174.296
45.28755,6.21766,1138.6,0.9,74.169,Etape 19 - Saint-Jean-de-Maurienne / La Toussuire,19,3176.843
45.26955,6.19974,1347.6,2.7,76.813,Etape 19 - Saint-Jean-de-Maurienne / La Toussuire,19,3179.487
45.25876,6.19194,1524.3,13.4,78.698,Etape 19 - Saint-Jean-de-Maurienne / La Toussuire,19,3181.372
45.24457,6.17509,1713.4,18.5,81.168,Etape 19 - Saint-Jean-de-Maurienne / La Toussuire,19,3183.842
45.23968,6.17554,1917.6,8.8,83.127,Etape 19 - Saint-Jean-de-Maurienne / La Toussuire,19,3185.801
45.22748,6.20388,2063.7,-8.3,86.043,Etape 19 - Saint-Jean-de-Maurienne / La Toussuire,19,3188.717
45.22731,6.21358,1883.4,6.5,88.33,Etape 19 - Saint-Jean-de-Maurienne / La Toussuire,19,3191.004
45.222,6.21645,1674.3,-13.4,90.904,Etape 19 - Saint-Jean-de-Maurienne / La Toussuire,19,3193.578
45.22104,6.23508,1510.5,-2.9,93.071,Etape 19 - Saint-Jean-de-Maurienne / La Toussuire,19,3195.745
45.20117,6.27198,1361.9,1,96.961,Etape 19 - Saint-Jean-de-Maurienne / La Toussuire,19,3199.635
45.19359,6.29657,1243.6,-8.1,99.52,Etape 19 - Saint-Jean-de-Maurienne / La Toussuire,19,3202.194
45.20179,6.31856,1376.1,-9.4,101.864,Etape 19 - Saint-Jean-de-Maurienne / La Toussuire,19,3204.538
45.20025,6.33532,1484.9,8.1,104.064,Etape 19 - Saint-Jean-de-Maurienne / La Toussuire,19,3206.738
45.20656,6.33506,1601.3,13.3,105.491,Etape 19 - Saint-Jean-de-Maurienne / La Toussuire,19,3208.165
45.2194,6.33476,1492.8,-8.1,108.104,Etape 19 - Saint-Jean-de-Maurienne / La Toussuire,19,3210.778
45.22466,6.33164,1327,3.6,110.744,Etape 19 - Saint-Jean-de-Maurienne / La Toussuire,19,3213.418
45.21787,6.31889,1140,-13.8,112.955,Etape 19 - Saint-Jean-de-Maurienne / La Toussuire,19,3215.629
45.22571,6.31747,996.4,19,114.949,Etape 19 - Saint-Jean-de-Maurienne / La Toussuire,19,3217.623
45.2307,6.31526,826.5,-17.5,116.638,Etape 19 - Saint-Jean-de-Maurienne / La Toussuire,19,3219.312
45.2483,6.3219,677.4,-2.4,119.556,Etape 19 - Saint-Jean-de-Maurienne / La Toussuire,19,3222.23
45.2708,6.33795,658.7,14.8,123.6,Etape 19 - Saint-Jean-de-Maurienne / La Toussuire,19,3226.274
45.25139,6.31367,905,23.9,126.782,Etape 19 - Saint-Jean-de-Maurienne / La Toussuire,19,3229.456
45.24619,6.30758,1060.7,21.9,129.232,Etape 19 - Saint-Jean-de-Maurienne / La Toussuire,19,3231.906
45.24777,6.29965,1222.4,-8,131.767,Etape 19 - Saint-Jean-de-Maurienne / La Toussuire,19,3234.441
45.24525,6.27933,1295,-9.2,134.253,Etape 19 - Saint-Jean-de-Maurienne / La Toussuire,19,3236.927
45.23611,6.27664,1449.8,-18.7,136.241,Etape 19 - Saint-Jean-de-Maurienne / La Toussuire,19,3238.915
45.24449,6.2639,1594.1,4.1,138.201,Etape 19 - Saint-Jean-de-Maurienne / La Toussuire,19,3240.875
45.25474,6.25975,1695.8,2.2,140.902,Etape 19 - Saint-Jean-de-Maurienne / La Toussuire,19,3243.576
45.19447,6.6289,1033,-5.6,4.217,Etape 20 - Modane / Alpe d’Huez,20,3247.962
45.20713,6.56524,917.6,-4.3,9.55,Etape 20 - Modane / Alpe d’Huez,20,3253.295
45.2113,6.506,793.4,-6.2,14.352,Etape 20 - Modane / Alpe d’Huez,20,3258.097
45.21212,6.46596,777.7,7.1,18.212,Etape 20 - Modane / Alpe d’Huez,20,3261.957
45.20796,6.46196,925.5,18.7,19.981,Etape 20 - Modane / Alpe d’Huez,20,3263.726
45.20383,6.45332,1092.5,7,21.88,Etape 20 - Modane / Alpe d’Huez,20,3265.625
45.19953,6.46792,1236.1,17,23.883,Etape 20 - Modane / Alpe d’Huez,20,3267.628
45.19377,6.46821,1335,12.6,25.601,Etape 20 - Modane / Alpe d’Huez,20,3269.346
45.19366,6.45167,1485.7,-5.5,27.79,Etape 20 - Modane / Alpe d’Huez,20,3271.535
45.19097,6.44045,1549.1,-7.4,30.5,Etape 20 - Modane / Alpe d’Huez,20,3274.245
45.16947,6.43473,1439.7,18.8,33.266,Etape 20 - Modane / Alpe d’Huez,20,3277.011
45.15288,6.42076,1532.1,12.1,35.908,Etape 20 - Modane / Alpe d’Huez,20,3279.653
45.11483,6.42343,1744.3,13.1,40.552,Etape 20 - Modane / Alpe d’Huez,20,3284.297
45.09448,6.43089,1935.2,0.1,43.031,Etape 20 - Modane / Alpe d’Huez,20,3286.776
45.08876,6.43115,2072.9,-9.4,45.086,Etape 20 - Modane / Alpe d’Huez,20,3288.831
45.08072,6.42601,2241.5,0.2,47.062,Etape 20 - Modane / Alpe d’Huez,20,3290.807
45.07585,6.41258,2395.4,16.3,49.277,Etape 20 - Modane / Alpe d’Huez,20,3293.022
45.06729,6.41066,2532.4,9.5,50.861,Etape 20 - Modane / Alpe d’Huez,20,3294.606
45.06256,6.41169,2608.6,-27.9,52.419,Etape 20 - Modane / Alpe d’Huez,20,3296.164
45.06086,6.41009,2509.7,-9,53.918,Etape 20 - Modane / Alpe d’Huez,20,3297.663
45.05262,6.39413,2365.2,-17.2,56.08,Etape 20 - Modane / Alpe d’Huez,20,3299.825
45.03843,6.39511,2181.7,-9.1,58.774,Etape 20 - Modane / Alpe d’Huez,20,3302.519
45.03465,6.40505,2059,-9.1,60.805,Etape 20 - Modane / Alpe d’Huez,20,3304.55
45.03843,6.36529,1861.6,-21.2,64.433,Etape 20 - Modane / Alpe d’Huez,20,3308.178
45.0415,6.34705,1722.2,-2.4,66.925,Etape 20 - Modane / Alpe d’Huez,20,3310.67
45.04553,6.32931,1576.1,-11.4,69.308,Etape 20 - Modane / Alpe d’Huez,20,3313.053
45.04397,6.29444,1432,-10.9,72.515,Etape 20 - Modane / Alpe d’Huez,20,3316.26
45.03874,6.24426,1388.9,,76.69,Etape 20 - Modane / Alpe d’Huez,20,3320.435
45.03892,6.18497,1093.1,-6.1,81.619,Etape 20 - Modane / Alpe d’Huez,20,3325.364
45.04785,6.14268,1067.8,-7.2,85.373,Etape 20 - Modane / Alpe d’Huez,20,3329.118
45.04382,6.12742,953.7,-0.9,87.919,Etape 20 - Modane / Alpe d’Huez,20,3331.664
45.03885,6.10212,992.9,17.7,90.531,Etape 20 - Modane / Alpe d’Huez,20,3334.276
45.0324,6.08756,899.5,-14.1,92.58,Etape 20 - Modane / Alpe d’Huez,20,3336.325
45.05655,6.04051,722.8,4,98.646,Etape 20 - Modane / Alpe d’Huez,20,3342.391
45.0676,6.04189,889.6,-34.1,101.519,Etape 20 - Modane / Alpe d’Huez,20,3345.264
45.07286,6.04759,1079.5,4.9,103.691,Etape 20 - Modane / Alpe d’Huez,20,3347.436
45.07628,6.04796,1233.5,-2.3,105.58,Etape 20 - Modane / Alpe d’Huez,20,3349.325
45.08036,6.05572,1436.5,-6.1,107.824,Etape 20 - Modane / Alpe d’Huez,20,3351.569
45.08621,6.05916,1597.1,0.7,109.861,Etape 20 - Modane / Alpe d’Huez,20,3353.606
45.09247,6.06193,1799.3,4.2,112.433,Etape 20 - Modane / Alpe d’Huez,20,3356.178
48.8093,2.20567,173,0,1.048,Etape 21 - Sèvres / Paris,21,3358.418
48.81047,2.18739,100.8,5.8,4.61,Etape 21 - Sèvres / Paris,21,3361.98
48.82258,2.19561,133,-6,6.883,Etape 21 - Sèvres / Paris,21,3364.253
48.81578,2.1594,158.4,,10.387,Etape 21 - Sèvres / Paris,21,3367.757
48.8278,2.17835,146.8,,13.902,Etape 21 - Sèvres / Paris,21,3371.272
48.82343,2.22059,62.3,4.5,17.51,Etape 21 - Sèvres / Paris,21,3374.88
48.81298,2.24008,102.4,-2.5,20.631,Etape 21 - Sèvres / Paris,21,3378.001
48.8204,2.2744,69.3,7,23.857,Etape 21 - Sèvres / Paris,21,3381.227
48.8278,2.26739,31.5,-3.2,27.361,Etape 21 - Sèvres / Paris,21,3384.731
48.82952,2.2284,28.5,-6.4,30.915,Etape 21 - Sèvres / Paris,21,3388.285
48.85897,2.22751,34.9,2.2,34.335,Etape 21 - Sèvres / Paris,21,3391.705
48.87708,2.27986,37.3,0.8,39.048,Etape 21 - Sèvres / Paris,21,3396.418
48.86254,2.29386,41.5,-0.2,42.153,Etape 21 - Sèvres / Paris,21,3399.523
48.8586,2.31339,34.9,5.2,45.745,Etape 21 - Sèvres / Paris,21,3403.115
48.86425,2.32026,31.9,-9.9,49.654,Etape 21 - Sèvres / Paris,21,3407.024
48.86371,2.32124,30.1,,53.86,Etape 21 - Sèvres / Paris,21,3411.23